x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,index,label
50,1,108446,10,0,4,5,1,1,0,0,40,29759,-1.0
37,0,143547,13,4,12,3,1,0,0,0,40,11917,-1.0
53,2,150393,9,4,5,3,1,1,0,1504,35,18808,-1.0
45,8,216402,15,0,12,5,2,1,0,0,50,17111,1.0
61,5,101265,9,3,8,4,1,0,1471,0,35,13519,-1.0
47,1,82797,13,0,12,5,1,1,0,0,50,4786,-1.0
23,4,101094,10,4,1,2,1,1,0,0,60,14536,-1.0
58,1,430005,6,0,0,5,1,1,0,0,50,13518,1.0
55,1,26716,6,4,0,3,1,1,0,0,60,25864,-1.0
36,1,41490,10,2,8,4,1,0,0,0,40,115,-1.0
29,1,123677,9,0,11,0,2,0,0,0,40,8854,-1.0
18,2,28311,7,4,5,2,1,0,0,0,35,6997,-1.0
45,1,238567,13,0,3,5,1,1,0,0,40,11983,1.0
36,1,137314,11,4,14,3,1,1,0,0,45,20950,-1.0
58,1,365511,10,2,11,3,0,1,0,0,40,1226,-1.0
29,1,119429,9,4,7,3,3,1,0,0,40,31989,-1.0
48,1,175221,9,0,11,5,1,1,0,0,40,23757,-1.0
20,1,131852,9,4,8,3,1,0,0,0,40,26479,-1.0
40,5,153489,9,0,6,1,1,1,3137,0,40,8846,-1.0
46,1,99086,10,0,8,0,1,0,0,0,40,7577,1.0
48,1,180446,6,0,11,5,3,1,0,0,40,9423,-1.0
75,8,309955,15,0,12,5,1,1,0,2174,50,28333,1.0
47,1,115813,12,5,8,4,1,0,0,0,57,10502,-1.0
60,5,195453,11,0,3,5,1,1,0,0,60,23940,1.0
56,1,143030,9,2,7,4,1,0,0,0,40,18539,-1.0
36,1,549174,9,0,7,5,1,1,0,0,40,28001,-1.0
29,1,157308,7,0,2,0,2,0,2829,0,14,11021,-1.0
41,5,170924,10,4,12,1,1,1,0,0,7,20206,-1.0
24,1,43387,13,0,3,5,1,1,0,0,55,12589,1.0
62,1,114060,4,0,1,5,1,1,0,0,91,21371,-1.0
38,1,275338,13,2,4,4,1,0,1151,0,40,671,-1.0
28,8,209934,3,0,2,5,1,1,0,0,25,19442,-1.0
44,1,202872,13,4,12,3,1,0,0,0,45,15302,-1.0
44,0,44822,10,0,7,5,1,1,0,0,40,32424,-1.0
25,1,144301,10,4,4,2,1,1,0,0,42,20461,-1.0
31,1,288983,10,4,1,3,1,1,0,0,40,2026,-1.0
36,5,578377,14,0,12,0,1,0,0,0,40,26406,-1.0
27,8,140863,5,0,7,5,1,1,0,0,40,5677,-1.0
28,8,190836,9,0,4,5,1,1,0,0,50,18693,1.0
38,1,296478,11,0,7,5,1,1,7298,0,40,27950,1.0
73,3,191540,13,0,4,5,1,1,0,0,50,29909,1.0
25,0,339956,10,0,1,5,3,1,0,0,40,24048,-1.0
28,8,218555,10,4,0,3,1,1,0,1762,40,24246,-1.0
39,1,175232,10,0,12,5,1,1,0,0,50,3637,-1.0
34,1,168906,12,2,8,2,1,0,0,0,35,26082,-1.0
28,1,194472,10,0,8,2,1,0,0,0,40,13556,-1.0
45,1,234652,3,0,11,5,1,1,0,0,40,15536,-1.0
35,1,356238,12,4,6,3,1,0,0,0,80,21539,1.0
65,2,52728,10,0,5,5,1,1,0,0,40,15498,-1.0
37,1,237995,11,2,11,3,3,1,0,0,48,26968,-1.0
48,3,103713,14,0,4,5,1,1,0,0,40,23905,1.0
37,1,77820,13,0,3,5,1,1,0,0,50,29702,1.0
26,1,330263,9,5,6,3,1,1,0,0,40,2623,-1.0
46,1,121124,12,0,3,5,1,1,15024,0,50,15195,1.0
35,1,297485,13,2,3,4,1,0,0,0,40,20355,-1.0
19,1,218956,9,4,12,2,1,1,0,0,40,24032,-1.0
48,2,61985,5,5,5,3,4,0,0,0,20,26372,-1.0
24,1,187937,13,4,12,4,1,0,0,0,40,6436,-1.0
59,1,333270,14,0,7,0,2,0,0,0,35,23194,-1.0
18,1,163787,10,4,4,2,1,0,0,0,15,5763,-1.0
23,1,194096,13,4,3,2,1,0,0,0,40,20286,-1.0
39,0,209609,9,0,8,5,1,1,0,0,50,23162,-1.0
27,8,442612,9,0,4,5,1,1,0,0,65,32438,1.0
59,1,157932,9,0,7,5,1,1,0,0,40,17434,-1.0
58,8,143731,9,0,4,5,1,1,0,0,72,25419,1.0
51,1,194259,13,2,14,4,1,0,0,0,40,15792,-1.0
38,1,187264,9,0,3,0,1,0,0,0,55,12323,-1.0
45,1,320192,2,0,6,0,1,0,0,0,40,15167,-1.0
58,0,30111,10,3,12,4,4,0,0,0,40,4639,-1.0
66,8,140456,13,0,4,5,1,1,0,0,40,5850,1.0
30,1,161815,10,2,6,4,1,0,0,0,35,25360,-1.0
39,1,186183,14,0,12,5,1,1,0,0,40,31747,1.0
53,0,155594,13,0,12,5,1,1,0,0,40,31418,1.0
39,4,24721,10,2,8,4,1,0,0,0,35,31712,-1.0
30,1,31985,10,2,3,4,1,0,0,0,40,23440,-1.0
55,4,26290,11,3,3,3,4,0,0,0,38,27159,-1.0
46,1,202560,10,0,8,0,1,0,0,0,40,9319,1.0
32,0,191385,12,2,1,3,1,1,2174,0,40,29420,-1.0
31,8,33117,14,4,12,3,1,1,0,0,45,7405,-1.0
36,1,207853,9,2,7,2,1,1,0,0,40,4678,-1.0
55,8,308746,15,3,12,3,1,1,0,0,55,16412,1.0
60,1,202226,10,2,7,2,1,1,0,0,44,19342,1.0
27,5,200492,13,4,12,2,1,0,0,0,40,15174,-1.0
53,1,31460,9,2,12,3,1,1,0,0,40,31243,-1.0
32,1,81528,9,4,2,1,1,1,0,0,60,31985,-1.0
53,1,180439,13,0,7,5,1,1,0,0,40,26413,1.0
17,1,400225,7,4,4,2,1,0,0,0,20,8322,-1.0
40,4,188693,14,0,12,5,1,1,0,0,35,15718,1.0
47,1,181652,9,0,11,0,1,0,0,0,40,25996,-1.0
18,1,300379,8,4,8,2,1,1,0,0,12,2215,-1.0
43,1,347934,9,5,4,3,1,0,0,0,30,31401,-1.0
52,1,373367,7,3,7,3,1,1,0,0,40,14179,-1.0
25,1,280093,7,6,2,3,1,1,0,0,40,19265,-1.0
29,1,247151,7,2,11,4,1,0,0,0,40,11398,-1.0
39,4,267581,9,4,6,3,3,1,0,0,40,13007,-1.0
27,1,153869,9,4,2,2,1,1,0,0,37,16512,-1.0
24,1,243190,12,5,7,4,2,1,8614,0,40,22497,1.0
34,1,249948,10,2,6,3,1,0,0,0,34,8933,-1.0
49,5,31267,13,0,12,5,1,1,0,0,50,30487,-1.0
54,1,256908,13,0,14,5,1,1,0,0,25,27475,1.0
39,1,290922,14,4,12,2,1,0,0,0,40,11342,-1.0
20,1,380544,12,4,0,2,1,1,0,0,20,5858,-1.0
31,8,226624,5,0,7,5,1,1,0,0,60,13121,-1.0
34,2,55921,9,0,5,5,1,1,0,0,40,22109,-1.0
51,8,107096,9,0,10,5,1,1,0,0,50,19829,-1.0
38,1,110402,11,0,11,5,1,1,0,0,40,28108,-1.0
36,1,129591,9,4,6,3,1,1,0,0,40,19224,-1.0
49,0,181657,10,2,3,3,1,0,0,0,50,17479,-1.0
49,8,175622,13,0,12,5,1,1,0,0,40,12882,1.0
61,1,238611,4,3,6,4,3,0,0,0,38,17795,-1.0
56,5,273084,14,0,3,5,3,1,0,0,40,12857,1.0
26,1,276309,10,4,2,2,3,0,0,0,20,8066,-1.0
33,1,113364,9,4,4,3,1,1,0,0,45,2288,-1.0
25,1,117827,10,0,8,5,1,1,0,0,40,11402,-1.0
67,2,174995,10,0,5,5,1,1,0,2457,40,4251,-1.0
36,8,136028,5,0,7,5,1,1,0,0,30,31881,-1.0
20,1,279763,7,4,7,3,3,1,0,0,25,15367,-1.0
19,1,106273,10,4,4,2,1,0,0,0,38,27032,-1.0
36,1,80743,9,0,6,0,2,0,0,0,40,25915,-1.0
38,8,184456,9,0,6,5,1,1,3464,0,80,21022,-1.0
49,1,177211,13,0,6,5,1,1,0,0,40,5787,-1.0
22,1,151790,10,0,4,0,1,0,0,0,30,11436,-1.0
38,1,198216,10,2,3,4,1,0,0,0,40,6336,-1.0
31,1,156464,6,2,6,3,1,1,0,0,40,30546,-1.0
28,5,207213,12,4,7,2,1,1,0,0,5,31855,-1.0
43,5,35824,14,0,12,0,1,0,0,0,40,5046,1.0
34,1,200117,6,0,7,5,1,1,0,0,40,25770,-1.0
24,1,121023,13,4,12,3,1,0,0,0,40,23922,-1.0
49,1,129513,9,0,0,5,1,1,0,0,50,23382,1.0
26,1,212793,9,4,11,3,1,1,0,0,40,26523,-1.0
45,2,28359,9,5,5,4,1,0,0,0,10,2239,-1.0
43,1,216685,9,0,12,0,1,0,0,0,35,4845,-1.0
38,1,108726,9,0,3,5,1,1,0,0,40,19494,1.0
57,1,134195,9,0,4,5,1,1,0,0,40,19759,-1.0
24,1,175586,9,4,11,4,3,0,0,0,40,21164,-1.0
41,5,575442,10,2,7,3,1,1,0,0,40,18430,-1.0
27,1,229803,9,4,7,2,3,1,0,0,40,3014,-1.0
50,8,145419,14,0,4,5,1,1,7688,0,45,19556,1.0
49,5,226871,9,0,11,5,3,1,0,0,40,16254,1.0
52,1,173987,6,0,7,5,1,1,0,0,40,21006,-1.0
29,1,174419,9,4,6,4,1,0,0,0,30,11121,-1.0
42,0,214838,9,0,14,5,1,1,0,0,30,31621,1.0
60,2,124487,10,2,5,3,1,0,0,0,40,28715,1.0
29,1,100579,11,2,3,3,1,0,0,0,40,11229,-1.0
35,5,102938,9,0,6,5,1,1,0,0,40,22292,-1.0
47,5,186009,10,2,8,4,1,0,0,0,38,19188,-1.0
48,1,164966,13,0,3,5,2,1,0,0,40,19676,1.0
21,5,38771,10,4,8,2,1,1,0,0,40,23376,-1.0
17,2,41643,7,4,5,2,1,0,0,0,15,1205,-1.0
17,1,277583,7,4,2,2,1,1,0,0,15,26723,-1.0
40,1,321758,9,0,4,5,1,1,0,0,40,4904,1.0
44,5,24982,10,0,3,5,1,1,0,0,40,28997,1.0
29,1,178244,9,0,11,5,1,1,0,0,40,16019,-1.0
51,8,268639,10,0,12,0,1,0,0,2057,60,19309,-1.0
39,0,363630,9,0,8,5,3,1,7688,0,52,7265,1.0
32,1,37210,13,0,3,5,1,1,0,0,45,15034,1.0
22,2,131573,10,4,5,2,1,0,0,0,8,4527,-1.0
30,1,232356,13,0,3,5,1,1,0,0,40,27502,1.0
37,0,194630,14,4,3,2,1,0,0,0,40,17000,-1.0
34,0,194740,10,4,8,3,1,1,0,0,40,2340,-1.0
56,1,32446,10,0,7,5,1,1,0,0,40,20632,1.0
21,1,169699,9,4,8,3,1,0,0,0,40,30542,-1.0
36,1,212433,9,4,7,2,3,1,0,0,40,23384,-1.0
23,1,276568,10,4,4,2,1,0,0,0,40,11180,-1.0
43,1,76460,9,4,8,3,1,0,0,0,40,28988,-1.0
22,1,221480,9,4,8,2,1,0,0,0,40,8838,-1.0
18,1,257980,9,4,11,3,1,1,0,0,40,3219,-1.0
19,1,120691,9,4,4,2,3,1,0,0,25,23119,-1.0
59,1,171355,16,0,3,5,1,1,0,0,40,14394,1.0
23,2,191444,9,4,5,2,1,1,0,0,40,21431,-1.0
58,1,131608,10,3,7,3,1,1,0,0,40,4005,-1.0
55,1,84231,9,0,0,5,1,1,0,0,50,12052,-1.0
34,1,181091,9,0,7,5,1,1,7688,0,40,30724,1.0
56,1,149686,5,3,11,4,1,0,0,0,40,8896,-1.0
41,8,277783,10,2,7,3,1,1,0,2001,50,13275,-1.0
27,1,31659,10,0,7,5,1,1,0,0,45,13851,-1.0
47,1,238185,13,2,8,3,1,0,0,0,40,13236,-1.0
41,1,147206,8,0,2,5,1,1,0,0,40,13396,1.0
53,1,548580,10,0,7,5,1,1,0,0,40,1424,-1.0
38,3,159179,15,0,12,5,1,1,0,0,45,13111,1.0
27,1,225291,10,4,8,3,1,0,0,0,40,1749,-1.0
25,1,173062,13,4,2,4,3,1,0,0,40,31392,-1.0
68,1,163346,9,3,11,3,1,0,0,0,32,14771,-1.0
44,4,144125,13,2,12,3,1,0,0,0,40,23862,-1.0
53,1,139127,9,2,6,3,1,0,0,0,40,5580,-1.0
20,1,47541,10,4,4,2,1,1,0,0,30,13818,-1.0
42,1,169995,9,0,4,5,1,1,0,0,48,31427,-1.0
23,1,70261,10,4,6,2,1,1,0,0,30,28098,-1.0
45,1,100651,9,2,6,3,1,1,0,1980,40,32255,-1.0
26,1,147638,13,4,8,1,2,0,0,0,40,22504,-1.0
20,1,215495,5,4,3,1,1,0,0,0,40,14563,-1.0
28,1,50814,9,4,12,3,1,0,0,0,40,6458,-1.0
27,1,181667,9,0,11,5,1,1,5013,0,46,14891,-1.0
63,1,188976,13,0,8,5,1,1,0,0,40,31941,-1.0
48,1,193775,13,2,8,2,1,1,0,0,38,16950,1.0
20,1,266400,10,4,12,2,1,0,0,0,48,26773,-1.0
30,1,174215,16,4,12,3,1,0,0,0,15,15774,-1.0
35,1,115215,10,4,0,2,1,1,0,0,45,21191,-1.0
44,8,104973,14,0,10,5,1,1,0,0,40,5504,1.0
19,1,250639,10,4,6,2,1,1,0,0,24,23511,-1.0
20,1,115057,10,4,6,3,1,1,0,0,40,9976,-1.0
37,1,167777,9,0,0,5,1,1,0,0,52,12825,-1.0
19,1,187161,10,4,4,2,1,0,0,0,25,27066,-1.0
53,1,29557,10,2,12,3,1,0,0,0,40,27636,-1.0
55,4,169482,9,0,10,5,1,1,0,0,40,19349,1.0
40,4,182460,14,0,12,0,2,0,0,0,38,18643,1.0
39,1,214896,9,5,6,3,1,0,0,0,40,27712,-1.0
38,1,252897,10,2,4,2,1,0,0,0,25,1538,-1.0
24,1,112706,11,4,14,2,1,1,0,0,40,27406,-1.0
22,1,349368,10,0,8,0,1,0,0,0,40,4219,-1.0
25,1,81286,9,0,7,5,1,1,0,0,45,793,-1.0
52,3,90363,15,0,12,5,1,1,99999,0,35,20879,1.0
20,2,187332,6,4,5,3,1,0,0,0,30,31150,-1.0
18,1,122775,9,4,6,2,1,1,0,0,35,21170,-1.0
45,1,175925,9,0,7,5,1,1,0,0,40,6212,-1.0
25,1,236242,15,4,12,3,1,0,0,0,30,26447,-1.0
45,1,362883,9,0,7,5,1,1,5013,0,40,8763,-1.0
22,1,214635,9,4,11,3,1,1,0,0,42,29681,-1.0
41,1,193524,9,0,7,5,1,1,0,1485,40,31900,-1.0
35,1,101509,10,2,3,3,1,0,0,0,40,22427,-1.0
35,1,148903,9,2,4,4,1,0,0,0,40,9775,-1.0
69,1,228921,13,3,12,3,1,1,0,2282,40,23506,1.0
30,1,262994,10,2,7,3,3,1,0,0,40,6754,-1.0
26,5,166295,13,0,8,5,1,1,0,0,41,5704,-1.0
19,0,27433,8,4,6,2,1,0,0,0,30,30404,-1.0
44,3,398473,10,0,4,5,1,1,0,0,70,5429,1.0
37,1,239171,9,0,7,5,1,1,0,0,40,30547,1.0
42,8,115323,16,4,12,3,1,1,0,0,7,13031,-1.0
38,1,173047,13,2,8,4,2,0,0,213,40,29491,-1.0
42,1,282062,5,0,0,5,1,1,0,0,40,5592,-1.0
47,1,343579,9,0,6,5,1,1,0,0,40,5278,-1.0
31,5,194141,9,0,1,5,1,1,0,0,48,17183,-1.0
43,1,194636,13,0,7,5,1,1,0,0,48,26525,1.0
43,1,197810,14,2,6,4,1,0,0,0,40,19360,-1.0
21,1,766115,6,0,2,5,1,1,0,0,35,31121,-1.0
28,1,179512,9,5,3,4,1,0,0,0,50,24377,-1.0
37,1,286730,10,2,7,4,1,0,0,0,40,23478,-1.0
30,1,347132,10,4,11,3,3,0,0,0,40,19565,-1.0
33,1,188467,9,4,10,3,1,1,0,0,40,32016,-1.0
50,1,188186,14,2,4,3,1,0,0,1590,45,26168,-1.0
49,1,166857,5,2,2,3,1,0,0,0,40,28208,-1.0
28,1,250679,9,0,7,5,1,1,0,0,40,20636,-1.0
24,2,67586,11,0,5,0,3,0,0,0,35,30710,-1.0
49,0,105586,11,0,7,5,2,1,0,0,40,25311,1.0
19,1,120277,9,4,6,3,1,0,0,0,30,29957,-1.0
48,1,34186,9,0,10,5,1,1,0,0,70,27811,-1.0
18,2,245274,10,4,5,2,1,1,0,0,16,11272,-1.0
33,3,289886,9,4,6,4,2,1,0,0,40,5325,-1.0
55,1,256953,9,3,11,4,3,0,0,0,44,22007,-1.0
29,1,276345,9,4,12,3,1,0,0,0,50,24777,-1.0
51,1,200618,13,0,12,5,1,1,0,0,40,24118,-1.0
39,3,124685,14,2,3,3,2,1,0,0,99,1154,1.0
32,8,182926,14,4,12,3,1,1,0,0,40,27694,-1.0
29,1,35032,9,0,7,5,1,1,0,0,40,3727,-1.0
20,1,190963,10,4,3,3,1,0,0,0,30,18030,-1.0
28,1,375655,13,4,4,4,1,1,0,0,50,12404,-1.0
19,1,311974,2,4,11,1,1,1,0,0,40,3527,-1.0
21,1,198050,12,4,8,3,1,0,0,0,25,26101,-1.0
20,2,29810,10,4,5,2,1,0,0,0,40,25391,-1.0
28,1,224964,9,4,6,2,1,0,0,0,25,28494,-1.0
53,1,394474,12,4,8,4,3,0,0,0,40,27102,-1.0
60,1,145493,10,2,8,3,1,0,0,0,40,13215,-1.0
21,4,110946,9,4,8,2,1,0,0,0,43,17643,-1.0
27,1,212041,9,4,7,3,1,1,0,0,50,30118,-1.0
59,1,354037,15,0,0,5,3,1,15024,0,50,29247,1.0
23,1,46561,9,2,7,3,1,1,0,0,60,18632,-1.0
63,3,96930,12,0,4,5,1,1,0,0,40,27288,1.0
44,4,115932,14,0,3,5,1,1,0,0,40,19628,-1.0
35,1,62333,13,4,12,3,1,0,0,0,40,29053,-1.0
36,1,361888,10,0,7,5,1,1,0,0,40,5267,1.0
22,0,262819,10,4,8,3,1,0,0,0,40,14860,-1.0
37,1,321943,15,0,12,5,1,1,0,0,40,14355,1.0
39,1,315776,14,4,3,3,3,1,8614,0,52,14573,1.0
17,1,166290,5,4,6,2,1,0,0,0,20,14410,-1.0
62,1,200922,4,3,11,3,1,0,0,0,40,12637,-1.0
35,1,186886,9,2,3,4,1,0,0,0,55,19896,-1.0
37,1,32668,13,0,11,5,1,1,0,0,43,15946,1.0
45,1,167523,9,0,0,5,1,1,0,2179,45,752,-1.0
44,8,138975,9,0,7,5,1,1,0,0,55,29329,-1.0
34,8,123429,9,0,4,5,1,1,0,0,60,24311,-1.0
30,5,73796,13,5,12,3,1,0,0,0,40,16873,-1.0
46,2,206357,3,0,5,0,1,0,0,0,40,26158,-1.0
19,1,277695,5,4,10,1,1,1,0,0,16,16140,-1.0
31,1,118149,10,4,3,3,3,0,0,0,40,6349,-1.0
32,1,134886,9,0,8,0,1,0,0,0,40,21532,1.0
19,1,97261,9,4,10,3,1,1,0,0,40,4811,-1.0
24,1,140001,13,4,3,3,1,1,0,0,40,20256,-1.0
18,1,160984,7,4,6,2,1,0,0,0,15,16070,-1.0
20,2,37932,9,4,5,3,1,1,0,0,40,2129,-1.0
39,8,103110,13,0,12,5,1,1,0,0,50,11276,-1.0
29,1,134890,13,0,14,5,1,1,0,0,40,13148,1.0
54,0,51048,9,0,12,5,1,1,0,0,40,5883,1.0
35,1,48404,9,4,4,2,1,0,0,0,40,25686,-1.0
19,1,196119,9,4,4,2,1,0,0,0,35,22678,-1.0
31,1,407930,4,0,2,5,1,1,0,0,40,6584,-1.0
51,1,257337,9,0,0,5,1,1,0,0,50,27848,-1.0
30,1,425528,9,4,1,2,1,1,0,0,70,24312,-1.0
28,1,261278,11,4,14,3,3,0,0,0,40,10579,-1.0
35,1,214891,9,0,0,5,0,1,0,0,40,11711,-1.0
53,4,227392,10,0,1,5,1,1,0,0,60,12170,-1.0
42,1,236110,3,6,7,3,1,1,0,0,40,30525,-1.0
25,1,122489,13,4,3,2,1,0,0,1726,60,26019,-1.0
50,1,27484,9,0,3,5,1,1,0,0,50,1465,1.0
43,1,131899,13,0,3,5,1,1,0,0,40,7423,1.0
23,1,193586,9,0,8,0,1,0,3908,0,40,6626,-1.0
31,0,101345,9,4,2,2,1,0,0,0,40,13499,-1.0
22,1,213902,3,4,9,1,1,0,0,0,40,31752,-1.0
37,5,118909,9,2,8,4,3,0,0,0,35,15025,-1.0
53,8,196328,9,0,3,5,3,1,0,0,45,30751,1.0
21,1,314182,9,4,6,3,1,0,0,0,40,6637,-1.0
45,8,123088,9,0,7,5,1,1,0,0,50,20169,-1.0
41,1,185267,13,0,12,5,1,1,0,0,40,31342,-1.0
52,1,208302,9,2,6,1,1,1,0,0,30,11508,-1.0
34,1,340940,13,0,4,5,1,1,7298,0,60,17619,1.0
55,1,189664,9,0,12,5,1,1,0,0,40,21834,1.0
32,5,198211,11,6,7,3,1,1,0,0,40,31717,-1.0
44,5,101593,14,4,12,3,1,1,0,1876,42,18339,-1.0
68,8,211584,10,0,4,5,1,1,0,0,40,4492,1.0
42,1,266084,10,0,7,5,1,1,7298,0,45,3705,1.0
37,1,103925,9,3,8,4,1,0,0,0,68,12468,-1.0
58,1,146477,14,0,3,5,1,1,15024,0,40,9504,1.0
19,4,149528,10,4,10,2,1,1,0,0,12,16135,-1.0
17,1,111332,7,4,4,2,1,0,0,0,20,9468,-1.0
27,1,178778,9,0,0,5,1,1,0,0,40,8185,-1.0
42,1,119679,9,0,11,5,1,1,0,1579,42,6074,-1.0
23,1,399022,9,4,6,2,1,1,0,0,35,22024,-1.0
20,1,258298,10,4,2,2,1,1,0,0,20,15005,-1.0
28,2,161290,10,4,5,2,3,0,0,0,40,232,-1.0
57,1,49893,14,0,12,5,1,1,0,0,60,31940,1.0
33,4,313729,14,4,12,3,1,1,0,0,60,15007,-1.0
33,1,103596,11,0,0,5,1,1,0,0,40,32462,-1.0
31,1,66278,10,0,12,0,1,0,3908,0,40,27553,-1.0
18,1,423052,9,4,11,3,1,0,0,0,30,31398,-1.0
24,4,155775,9,0,14,5,1,1,0,0,40,4827,-1.0
46,1,178829,14,6,3,3,1,1,0,0,70,22579,1.0
51,8,186845,13,0,10,5,1,1,0,0,8,1711,-1.0
51,1,104748,10,0,3,5,1,1,0,0,45,30084,-1.0
44,1,198270,12,2,12,3,1,0,0,0,43,12070,-1.0
20,1,81145,10,4,4,3,1,0,0,0,25,8608,-1.0
25,1,207875,10,4,10,2,1,1,0,0,20,23206,-1.0
53,1,22154,10,0,7,5,1,1,0,0,40,1756,-1.0
34,1,173806,14,4,12,3,1,1,4865,0,60,422,-1.0
48,1,126754,14,0,12,5,1,1,15024,0,40,20129,1.0
42,8,34037,13,4,10,2,1,1,0,0,35,5727,-1.0
31,5,295589,10,4,8,2,3,1,0,0,40,6552,-1.0
65,5,240166,7,0,0,5,1,1,0,0,35,6449,-1.0
50,1,107265,9,0,0,5,1,1,0,0,50,13559,1.0
64,1,149044,14,0,12,5,2,1,0,2057,60,13665,-1.0
28,1,207473,10,0,0,5,1,1,0,0,40,26748,-1.0
58,1,116901,9,2,6,4,1,0,0,0,25,6581,-1.0
32,1,207284,9,0,11,5,1,1,0,0,40,22578,-1.0
35,8,112497,9,0,7,1,1,1,0,0,35,30256,-1.0
41,1,124956,13,5,12,3,3,0,99999,0,60,16250,1.0
25,1,130557,13,4,8,3,1,0,0,0,40,9042,-1.0
40,1,223934,10,0,8,0,1,0,0,0,17,12173,1.0
20,2,137300,9,4,5,1,1,0,0,0,35,7385,-1.0
63,1,171635,13,0,4,5,1,1,0,0,40,32367,-1.0
19,1,277974,10,4,4,2,1,1,0,0,35,9621,-1.0
54,1,133403,10,0,11,5,1,1,0,0,40,626,-1.0
37,3,175360,9,0,7,5,1,1,0,0,40,272,1.0
56,8,115439,10,0,7,5,1,1,0,0,60,14013,-1.0
64,1,146110,10,3,6,4,1,0,0,0,24,29004,-1.0
19,1,84610,10,4,6,2,1,0,0,0,30,28365,-1.0
35,1,190174,10,4,3,3,1,0,0,0,40,30210,-1.0
63,3,267101,13,0,3,5,1,1,0,0,60,10702,-1.0
26,1,161007,11,0,2,5,1,1,0,0,80,6476,-1.0
25,4,117833,10,0,3,0,1,0,0,0,19,22436,-1.0
31,1,452405,1,4,6,1,1,0,0,0,35,8266,-1.0
27,1,617860,10,4,2,2,3,1,0,0,40,815,-1.0
41,1,171550,9,0,3,5,1,1,0,0,40,8142,1.0
42,1,657397,9,0,11,5,1,1,0,0,40,8569,-1.0
22,2,148955,10,4,5,2,2,0,0,0,15,27869,-1.0
39,1,121590,10,4,12,3,3,1,4787,0,40,14297,1.0
30,1,216811,9,0,7,5,4,1,0,0,40,26225,-1.0
25,1,214413,14,4,8,2,1,1,0,0,40,21451,-1.0
33,1,323069,11,2,6,4,1,0,0,0,40,7240,-1.0
29,0,440647,10,4,8,1,1,1,0,0,40,29747,-1.0
52,1,119111,9,0,11,5,1,1,0,0,40,8769,-1.0
21,1,109667,10,4,6,2,1,1,0,0,40,12327,-1.0
22,4,186634,8,4,3,3,1,1,0,0,50,2687,1.0
40,1,341204,10,2,3,4,1,0,1831,0,30,28372,-1.0
25,1,109532,8,4,7,2,1,1,0,0,40,27455,-1.0
19,1,28790,10,4,6,3,1,0,0,0,40,5433,-1.0
31,0,139455,13,4,3,2,1,0,0,0,40,23225,-1.0
51,1,24344,12,4,8,3,1,0,0,0,40,2746,-1.0
28,1,31778,13,4,2,2,1,1,0,0,40,441,-1.0
29,1,153416,13,4,3,3,1,0,0,0,55,24372,-1.0
37,1,123211,9,0,6,5,1,1,0,0,44,10934,1.0
43,1,115932,13,4,4,3,1,1,0,0,60,26159,1.0
26,1,84619,13,0,7,5,1,1,0,0,40,31662,1.0
34,1,169564,9,2,11,4,1,0,0,0,40,3585,-1.0
35,3,338320,9,0,3,5,1,1,0,0,50,15261,1.0
34,1,299507,11,4,7,3,1,0,0,0,40,3208,-1.0
61,1,203445,10,3,8,1,1,0,0,0,40,411,-1.0
34,1,202498,8,0,6,5,1,1,0,0,40,4749,-1.0
23,1,149224,9,4,4,3,1,1,0,0,40,4742,-1.0
28,1,246974,9,4,6,3,1,1,0,0,40,5,-1.0
49,1,99361,15,0,12,5,1,1,0,0,45,11435,-1.0
20,1,228686,7,0,6,5,1,1,0,0,40,9665,-1.0
27,5,204098,9,0,2,1,1,1,0,0,50,18830,-1.0
63,8,111306,4,3,10,4,1,0,0,0,10,10905,-1.0
36,0,210945,10,0,8,5,1,1,0,0,70,29876,-1.0
29,0,119848,13,4,12,3,1,0,0,0,40,9287,-1.0
30,1,251411,10,2,8,4,1,0,0,0,40,868,-1.0
38,1,101978,10,5,11,3,1,1,0,2258,55,17661,1.0
57,1,163047,9,0,3,0,1,0,0,0,38,9176,-1.0
30,1,112358,13,0,6,5,1,1,0,0,60,8445,1.0
36,1,410034,12,0,7,5,1,1,0,0,45,24718,-1.0
39,3,163237,10,0,10,5,1,1,0,0,65,25464,-1.0
42,4,117583,16,2,12,3,1,0,8614,0,60,19450,1.0
40,1,115331,9,0,0,5,1,1,0,0,35,13522,-1.0
27,1,189974,10,2,8,2,1,0,0,0,20,20613,-1.0
17,1,238628,7,4,6,2,1,0,0,0,5,24417,-1.0
28,1,312372,9,0,3,5,3,1,15024,0,40,30012,1.0
52,1,126978,9,0,11,0,2,0,0,0,40,17614,-1.0
33,1,111985,10,0,7,5,1,1,0,0,58,18098,-1.0
34,5,226296,13,0,1,5,1,1,0,0,40,27405,1.0
47,1,244025,9,4,11,4,4,1,0,0,56,15219,-1.0
43,1,174524,9,0,11,5,1,1,0,0,40,18942,1.0
70,3,131699,13,2,3,4,1,0,0,0,55,11616,-1.0
54,1,145714,9,0,14,5,1,1,7688,0,25,8093,1.0
52,1,129177,13,3,6,3,1,0,0,2824,20,5619,1.0
55,1,101338,6,0,7,5,1,1,0,0,40,28442,-1.0
34,0,189944,10,4,8,3,3,0,0,0,72,6675,-1.0
