index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,label
1354,2,3,0,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,0,0,0,-1
3127,3,2,3,0,6,2,0,0,7,1,0,3,3,7,5,0,2,1,5,1,4,6,-1
5089,3,2,9,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,5,3,1
7867,2,3,3,1,6,2,1,0,4,0,6,2,3,7,7,0,2,2,5,7,3,0,-1
1603,3,3,0,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,1,0,0,-1
3589,2,2,3,0,6,2,0,0,7,1,0,3,3,3,3,0,2,1,5,1,4,6,-1
7122,2,3,7,1,8,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6,1
5392,4,3,1,0,6,2,0,0,9,0,6,3,3,6,7,0,2,2,1,7,1,5,-1
1808,2,2,3,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,0,5,6,-1
6625,2,2,7,1,8,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3,1
5660,3,3,1,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,3,0,1
4555,2,0,9,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,5,6,1
4350,2,2,3,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,4,0,1
2981,2,0,3,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,1,4,6,-1
3889,2,0,3,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,4,6,1
1920,2,0,7,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,0,5,6,-1
303,0,2,8,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,3,0,-1
6621,2,3,0,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,6,1
676,3,0,3,1,6,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,4,4,-1
1550,3,0,0,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,0,0,0,-1
4005,2,2,3,1,4,2,0,0,3,0,0,2,2,1,5,0,2,1,3,3,5,6,1
2802,2,0,3,0,6,2,0,0,1,1,0,3,3,3,7,0,2,1,5,1,5,6,-1
4094,3,2,3,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,4,0,1
3576,3,2,7,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,1,4,6,-1
2192,2,3,3,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,1,3,0,-1
7478,4,3,0,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,6,1
5324,2,2,0,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3,1
41,2,2,9,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,0,5,3,-1
4371,2,2,9,1,4,2,0,0,3,0,0,2,2,5,5,0,2,1,3,3,4,6,1
1549,2,0,0,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,1,0,0,-1
1264,2,0,0,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,1,4,6,-1
7795,4,3,8,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,2,0,-1
5794,3,2,0,1,6,2,1,1,10,0,0,3,0,7,0,0,2,1,1,7,4,1,-1
1663,2,3,9,0,1,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,2,0,-1
7889,4,3,7,1,8,2,0,1,2,1,6,2,2,5,7,0,2,1,1,7,4,1,1
2924,2,2,3,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,0,5,6,-1
5676,2,3,3,0,4,2,0,0,3,1,0,0,0,7,7,0,2,1,5,3,4,0,1
5690,2,2,7,1,3,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,1,1
6456,3,2,0,1,8,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,1,1
5137,3,3,1,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,4,4,2,1
1612,2,0,0,1,6,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,5,4,-1
344,0,2,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,1,3,0,-1
3106,3,0,7,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,0,5,6,-1
4283,3,3,5,0,6,2,0,0,9,0,6,3,3,7,7,0,2,2,1,7,1,5,-1
932,3,3,0,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,4,0,1
5953,4,3,7,0,6,2,0,0,9,0,6,3,3,6,6,0,2,2,1,7,1,5,-1
251,2,3,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,3,0,1
7229,4,3,8,1,6,2,1,0,10,0,6,2,2,7,7,0,2,2,5,7,2,0,-1
4453,3,0,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,4,0,1
278,3,0,0,1,6,2,1,0,3,1,3,3,3,7,7,0,2,1,1,0,3,0,-1
1717,2,2,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,2,2,-1
1463,2,3,8,0,0,2,1,1,1,1,0,3,3,7,7,0,2,1,5,6,4,6,-1
3624,2,0,0,0,6,2,0,0,8,1,0,3,3,5,7,0,2,1,5,1,4,6,-1
6934,3,2,7,1,3,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1,1
2280,2,0,0,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,0,5,6,-1
1923,2,0,3,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,1,3,0,-1
610,3,3,0,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,1,0,0,-1
6554,3,3,7,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3,1
1374,2,2,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,3,0,1
328,0,3,9,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,0,-1
2985,3,2,3,0,6,2,0,0,10,1,0,3,3,3,5,0,2,1,5,0,5,6,-1
781,5,0,0,1,6,2,0,1,4,0,3,3,3,7,7,0,2,1,5,0,5,4,-1
8030,4,3,8,1,6,2,1,0,10,0,6,3,2,7,7,0,2,2,5,7,3,0,-1
3041,3,0,9,1,4,2,0,0,7,0,0,2,2,5,5,0,2,1,3,3,4,6,1
1962,2,0,7,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,0,4,6,-1
3238,2,0,3,0,6,2,0,0,10,1,0,3,3,3,7,0,2,1,5,0,4,6,-1
6981,4,3,7,1,4,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,3,1
7543,4,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,1,1,5,2,4,1,-1
6814,3,3,7,1,8,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,3,1
4607,3,0,9,1,4,2,0,0,3,0,0,2,2,0,0,0,2,1,3,3,5,6,1
3832,3,0,7,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,0,4,6,-1
1851,2,3,8,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,1,0,0,-1
3846,3,2,3,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,0,5,6,-1
7260,2,3,3,1,6,2,1,0,10,0,6,3,3,7,7,0,2,2,5,7,2,0,-1
784,2,3,8,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,2,0,-1
5921,2,3,1,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,4,4,1
5873,3,3,3,0,4,2,0,0,10,1,0,0,3,7,7,0,2,1,5,3,4,4,1
4618,3,0,3,1,4,2,0,0,7,0,0,2,2,5,1,0,2,1,3,3,4,3,1
6757,3,2,0,1,4,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6,1
6070,2,3,0,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6,1
3346,2,0,3,1,2,2,1,1,8,0,0,3,3,7,7,0,2,1,5,0,4,6,1
1210,2,3,0,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,0,0,0,-1
5179,3,3,0,0,6,2,0,0,10,0,6,3,3,6,7,0,2,2,1,7,1,5,-1
5113,3,2,5,0,6,2,0,0,10,0,6,3,3,7,6,0,2,2,1,7,1,5,-1
1403,3,3,3,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,1,0,0,-1
6054,2,2,7,1,4,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,1,1
3195,3,2,7,0,6,2,0,0,1,1,0,3,3,7,3,0,2,1,5,1,4,6,-1
3422,3,2,0,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,0,5,6,-1
1689,2,0,0,0,6,2,0,0,1,1,0,3,3,3,3,0,2,1,5,0,5,6,-1
1244,3,3,0,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,1,3,0,-1
6724,2,2,7,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,1,1
4241,3,0,3,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,4,0,1
4104,2,2,0,1,4,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,1,1
540,2,3,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,0,3,2,-1
80,2,3,0,1,6,2,1,0,0,1,3,0,3,7,7,0,2,1,1,1,3,0,-1
6870,2,3,7,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,1,1
6422,2,3,7,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,1,1
5202,2,2,0,1,4,2,0,1,2,1,6,3,3,7,7,0,2,1,1,7,4,3,1
7146,3,2,2,1,5,2,0,0,10,0,1,2,1,2,2,0,2,0,4,7,1,6,1
359,2,2,9,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,3,0,-1
6124,3,2,0,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3,1
1915,3,2,9,0,1,2,0,0,7,0,5,3,1,7,7,0,2,1,5,1,5,0,-1
486,2,2,8,0,1,2,0,0,10,0,1,3,3,7,7,0,2,1,5,1,3,2,-1
1187,3,3,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,4,1
13,2,2,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,5,1,4,4,1
7662,0,0,3,1,6,2,1,0,10,0,6,3,2,7,7,0,2,2,5,7,3,0,-1
4223,2,2,3,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,5,3,1
4647,3,2,6,1,6,2,0,1,3,0,6,3,0,7,7,0,2,1,2,3,4,6,-1
2427,2,0,7,0,6,2,0,0,8,1,0,3,3,5,5,0,2,1,5,1,5,6,-1
1610,2,0,0,1,6,2,1,0,0,1,3,0,3,7,7,0,2,1,1,0,0,0,-1
2226,2,0,7,0,6,2,0,0,1,1,0,3,3,5,5,0,2,1,5,1,5,6,-1
757,2,3,8,1,6,2,1,0,1,1,3,0,0,7,7,0,2,1,1,1,0,0,-1
5159,3,3,3,0,4,2,0,0,10,1,0,3,0,7,7,0,2,1,5,3,4,0,1
7952,3,3,2,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,7,4,3,-1
8023,4,3,7,1,3,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,3,1
4767,3,0,3,1,4,2,0,0,4,0,0,2,2,5,1,0,2,1,3,3,5,3,1
3103,3,0,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,5,3,1
6679,3,2,7,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,6,1
3275,3,0,3,0,6,2,0,0,10,1,0,3,3,3,7,0,2,1,5,0,5,6,-1
966,3,3,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,0,3,0,1
4541,3,2,3,1,4,2,0,0,7,0,0,2,2,0,0,0,2,1,3,3,4,0,1
4155,3,2,7,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,1,4,6,-1
4741,3,2,3,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,5,3,1
4073,3,0,7,0,6,2,0,0,8,1,0,3,3,7,3,0,2,1,5,1,4,6,-1
1918,3,0,0,1,6,2,1,0,0,1,3,3,0,7,7,0,2,1,1,0,3,0,-1
3621,2,0,3,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,5,0,1
7736,0,0,3,1,6,2,1,0,7,0,6,3,3,7,7,0,2,2,5,7,2,0,-1
3122,2,0,3,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,5,6,1
7093,3,3,0,1,4,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,1,1
2688,3,0,0,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,0,5,6,-1
7581,4,0,8,1,6,2,1,0,4,0,6,3,2,7,7,0,2,2,5,7,2,0,-1
8065,4,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,1,1,5,2,4,1,-1
4828,2,3,3,0,4,2,0,0,7,1,0,0,0,7,7,0,2,1,5,3,3,4,1
6822,3,2,7,1,3,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,1,1
2935,3,2,3,0,6,2,0,0,10,1,0,3,3,7,7,0,2,1,5,0,4,6,-1
4573,2,2,3,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,5,3,1
4529,3,0,3,1,4,2,0,0,3,0,0,2,2,0,0,0,2,1,3,3,5,3,1
1117,3,3,3,1,6,2,1,0,3,1,3,0,0,7,7,0,2,1,1,1,3,0,-1
4811,3,0,9,1,4,2,0,0,7,0,0,2,2,0,1,0,2,1,3,3,5,0,1
5646,3,3,8,0,4,2,0,0,10,1,0,0,3,7,7,0,2,1,5,3,4,4,1
2074,2,3,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,4,4,1
3959,2,3,3,0,4,2,0,0,10,1,0,0,3,7,7,0,2,1,5,3,4,4,1
2741,3,0,3,0,6,2,0,0,7,1,0,3,3,7,7,0,2,1,5,1,5,6,-1
7610,0,3,8,1,6,2,1,0,4,0,6,2,3,7,7,0,2,2,5,7,2,0,-1
2054,3,0,0,0,6,2,0,0,8,1,0,3,3,3,7,0,2,1,5,1,4,6,-1
3770,2,0,3,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,1,5,6,-1
6179,3,3,7,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,1,1
1372,2,0,8,1,6,2,1,0,3,1,3,3,0,7,7,0,2,1,1,0,3,0,-1
7134,4,3,3,1,6,2,1,0,7,0,6,2,2,7,7,0,2,2,5,7,3,0,-1
2479,2,3,3,1,6,2,1,0,1,1,3,0,3,7,7,0,2,1,1,1,3,0,-1
2330,3,0,0,0,6,2,0,0,10,1,0,3,3,5,3,0,2,1,5,0,4,6,-1
391,2,3,9,0,1,2,0,0,4,0,1,3,3,7,7,0,2,1,5,0,2,2,-1
5334,3,3,3,0,4,2,0,0,3,1,0,0,0,7,7,0,2,1,5,3,4,4,1
3089,2,0,3,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,5,0,1
58,2,3,9,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,0,2,0,-1
568,2,3,0,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,3,0,1
6503,3,3,7,1,4,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,6,1
4621,3,0,9,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,5,6,1
5747,2,3,1,0,4,2,0,0,10,1,0,0,0,7,7,0,2,1,5,3,3,4,1
7954,0,0,8,1,6,2,1,0,10,0,6,3,2,7,7,0,2,2,5,7,2,0,-1
26,2,2,9,0,0,2,0,0,1,0,1,3,3,7,7,0,2,1,5,1,2,2,-1
1897,3,3,3,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,3,0,-1
5876,3,2,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,5,3,1
5096,2,2,9,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,5,6,1
5389,4,3,7,0,6,2,0,0,10,0,6,3,3,7,6,0,2,2,1,7,1,5,-1
5269,4,3,0,0,6,2,0,0,9,0,6,3,3,6,6,0,2,2,1,7,1,5,-1
5232,2,2,9,1,4,2,0,0,3,0,0,2,2,1,0,0,2,1,3,3,4,0,1
1626,2,0,0,1,6,2,1,0,3,1,3,0,3,7,7,0,2,1,1,1,3,0,-1
717,2,2,9,0,0,2,0,0,1,0,5,3,1,7,7,0,2,1,5,0,3,3,-1
1025,3,2,8,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,1,3,0,1
2432,2,0,3,0,6,2,0,0,10,1,0,3,3,7,3,0,2,1,5,1,5,6,-1
3602,2,2,3,0,6,2,0,0,7,1,0,3,3,5,7,0,2,1,5,0,5,6,-1
4684,3,0,3,1,4,2,0,0,7,0,0,2,2,1,0,0,2,1,3,3,5,6,1
442,2,2,9,0,0,2,0,0,7,0,5,3,1,7,7,0,2,1,5,0,5,3,-1
1477,2,0,8,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,0,0,-1
7101,4,2,7,1,8,2,0,1,2,1,6,2,2,7,5,0,2,1,1,7,4,3,1
5027,2,0,9,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,4,3,1
5004,3,2,3,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,5,6,1
6709,3,2,0,1,4,2,0,1,2,1,6,3,2,5,7,0,2,1,1,7,4,3,1
3772,3,2,0,0,6,2,0,0,7,1,0,3,3,3,5,0,2,1,5,1,4,6,-1
5738,3,2,8,0,6,2,0,0,10,0,0,3,3,7,7,0,2,2,5,4,4,0,1
2556,2,2,7,0,6,2,0,0,10,1,0,3,3,5,3,0,2,1,5,1,4,6,-1
855,3,2,0,0,1,2,0,0,7,0,5,3,1,7,7,0,2,1,5,0,3,3,-1
1099,2,2,0,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,3,0,1
6544,3,2,0,1,8,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,1,1
2168,2,2,3,0,6,2,0,0,1,1,0,3,3,3,3,0,2,1,5,0,5,6,-1
8020,4,2,0,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,6,1
859,2,3,0,0,7,2,0,1,7,0,3,3,3,7,7,0,2,1,5,0,4,0,1
6108,3,3,0,1,8,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,1,1
819,0,2,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,2,0,-1
3023,3,2,7,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,1,4,6,-1
6190,2,2,7,1,8,2,0,1,2,1,6,3,2,7,5,0,2,1,1,7,4,3,1
1650,2,0,0,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,1,0,0,-1
3342,3,0,3,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,0,4,6,-1
1925,3,0,0,0,6,2,0,0,10,1,0,3,3,3,7,0,2,1,5,0,4,6,-1
455,2,3,3,1,6,2,1,0,3,1,3,3,0,7,7,0,2,1,1,0,0,0,-1
52,0,3,8,0,1,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,2,2,-1
5984,3,3,3,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,3,0,1
6446,4,2,7,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,1,1
4116,2,0,9,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,4,6,1
7408,4,2,7,1,3,2,0,1,2,1,6,3,3,5,7,0,2,1,1,7,4,1,1
4290,3,2,3,1,4,2,0,0,3,0,0,2,2,0,1,0,2,1,3,3,4,0,1
5309,3,2,7,0,6,2,0,0,9,0,6,3,3,7,7,0,2,2,1,7,1,5,-1
2064,2,0,8,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,1,3,0,-1
5182,3,2,9,1,4,2,0,0,4,0,0,2,2,1,5,0,2,1,3,3,5,6,1
7743,4,0,3,1,6,2,1,0,7,0,6,3,2,7,7,0,2,2,5,7,3,0,-1
1217,3,0,0,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,0,3,0,-1
2312,3,0,0,0,6,2,0,0,7,1,0,3,3,5,5,0,2,1,5,1,5,6,-1
6272,2,3,7,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3,1
7967,3,2,0,1,4,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,6,1
5550,2,3,1,0,4,2,0,0,3,1,0,3,0,7,7,0,2,1,5,3,3,4,1
55,0,2,9,0,0,2,0,0,10,0,1,3,3,7,7,0,2,1,5,0,3,2,-1
3077,2,0,0,0,6,2,0,0,8,1,0,3,3,7,7,0,2,1,5,0,4,6,-1
2341,2,2,3,0,6,2,0,0,8,1,0,3,3,7,5,0,2,1,5,0,5,6,-1
2366,2,0,7,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,0,4,6,-1
3707,2,0,3,1,2,2,0,1,8,0,0,3,3,7,7,0,2,1,5,1,3,6,1
2627,2,0,3,1,2,2,0,1,4,0,0,3,3,7,7,0,2,1,5,1,4,6,1
3015,3,2,0,0,6,2,0,0,8,1,0,3,3,7,7,0,2,1,5,0,4,6,-1
6871,2,3,7,1,3,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,1,1
2096,3,0,3,0,6,2,0,0,1,1,0,3,3,7,7,0,2,1,5,1,4,6,-1
3887,2,3,8,1,2,2,0,1,1,0,0,3,3,7,7,0,2,1,5,1,3,6,1
1756,3,0,3,1,6,2,1,0,0,1,3,3,3,7,7,0,2,1,1,1,3,0,-1
7620,4,3,0,1,3,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,1,1
1735,2,0,0,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,1,0,0,-1
1809,2,0,3,1,6,2,1,0,7,1,3,0,3,7,7,0,2,1,1,1,3,0,-1
3934,3,0,9,1,4,2,0,0,3,0,0,2,2,1,1,0,2,1,3,3,4,3,1
2271,3,0,0,1,6,2,1,0,1,1,3,3,0,7,7,0,2,1,1,0,3,0,-1
585,2,2,8,0,0,2,0,0,0,0,1,3,3,7,7,0,2,1,5,1,3,2,-1
3610,2,0,3,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,4,6,1
360,2,0,0,1,6,2,1,0,3,1,3,3,0,7,7,0,2,1,1,1,3,0,-1
603,3,2,0,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,1,3,3,-1
7331,4,3,0,1,3,2,0,1,2,1,6,2,2,7,7,0,2,1,1,7,4,6,1
4980,3,2,3,1,4,2,0,0,4,0,0,2,2,5,0,0,2,1,3,3,4,0,1
4785,2,0,9,1,4,2,0,0,7,0,0,2,2,1,5,0,2,1,3,3,5,0,1
4868,3,0,9,1,4,2,0,0,7,0,0,2,2,0,5,0,2,1,3,3,4,0,1
1599,2,2,0,0,1,2,0,0,10,0,5,3,1,7,7,0,2,1,5,1,3,0,-1
3012,3,2,7,0,6,2,0,0,8,1,0,3,3,5,3,0,2,1,5,1,5,6,-1
4564,2,2,9,1,4,2,0,0,4,0,0,2,2,1,0,0,2,1,3,3,5,3,1
5411,2,2,0,1,3,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,3,1
3659,3,2,0,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,1,4,6,-1
1147,2,0,3,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,1,0,0,-1
1686,3,3,3,1,6,2,1,0,1,1,3,3,3,7,7,0,2,1,1,1,3,0,-1
1222,2,0,3,1,6,2,1,0,0,1,3,0,0,7,7,0,2,1,1,1,0,0,-1
1714,3,0,8,1,6,2,1,0,7,1,3,3,0,7,7,0,2,1,1,1,0,0,-1
7045,3,2,7,1,3,2,0,1,2,1,6,2,3,7,5,0,2,1,1,7,4,3,1
3530,2,0,3,0,6,2,0,0,1,1,0,3,3,5,3,0,2,1,5,1,5,6,-1
6090,3,3,7,1,4,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,1,1
8052,3,3,0,1,6,0,0,0,11,0,6,3,3,4,4,0,0,1,5,5,4,1,-1
3278,3,0,7,0,6,2,0,0,7,1,0,3,3,5,3,0,2,1,5,1,5,6,-1
2145,3,2,0,0,6,2,0,0,1,1,0,3,3,5,7,0,2,1,5,0,4,6,-1
5195,2,2,3,1,4,2,0,0,4,0,0,2,2,0,1,0,2,1,3,3,4,3,1
7557,4,2,7,1,4,2,0,1,2,1,6,2,2,5,5,0,2,1,1,7,4,6,1
7758,4,3,7,1,8,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,1,1
795,2,2,0,0,7,2,0,1,1,0,3,3,3,7,7,0,2,1,5,1,3,4,1
3815,2,2,3,1,4,2,0,0,3,0,0,2,2,0,5,0,2,1,3,3,5,3,1
6295,3,2,0,1,4,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3,1
5831,2,2,0,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,3,1
4653,2,0,9,1,4,2,0,0,3,0,0,2,2,5,0,0,2,1,3,3,4,3,1
7926,4,2,0,1,8,2,0,1,2,1,6,3,2,5,5,0,2,1,1,7,4,6,1
7391,2,3,3,1,6,2,1,0,7,0,6,2,2,7,7,0,2,2,5,7,3,0,-1
8069,4,3,0,1,6,0,0,0,1,0,6,3,3,4,4,0,0,1,5,1,1,1,-1
315,2,2,8,0,7,2,0,1,0,0,3,3,3,7,7,0,2,1,5,0,4,4,1
1604,3,0,8,1,6,2,1,0,7,1,3,3,3,7,7,0,2,1,1,0,3,0,-1
5963,3,2,1,0,6,2,0,0,4,0,0,3,3,7,7,0,2,2,5,4,4,0,1
926,2,3,3,1,6,2,1,0,0,1,3,0,3,7,7,0,2,1,1,0,0,0,-1
2181,2,2,0,0,6,2,0,0,8,1,0,3,3,3,5,0,2,1,5,1,4,6,-1
6960,4,2,0,1,8,2,0,1,2,1,6,2,3,5,5,0,2,1,1,7,4,1,1
6722,2,3,0,1,8,2,0,1,2,1,6,2,3,7,7,0,2,1,1,7,4,1,1
4698,2,2,9,1,4,2,0,0,3,0,0,2,2,0,0,0,2,1,3,3,5,3,1
6891,3,3,7,1,8,2,0,1,2,1,6,3,2,7,7,0,2,1,1,7,4,3,1
5199,3,2,3,1,4,2,0,0,4,0,0,2,2,0,0,0,2,1,3,3,4,0,1
1592,3,0,3,1,6,2,1,0,7,1,3,0,0,7,7,0,2,1,1,0,3,0,-1
7851,4,3,7,1,4,2,0,1,2,1,6,2,3,5,7,0,2,1,1,7,4,6,1
7818,0,3,3,1,6,2,1,0,4,0,6,3,3,7,7,0,2,2,5,7,2,0,-1
4253,3,2,3,0,6,2,0,0,8,1,0,3,3,3,3,0,2,1,5,1,5,6,-1
2005,2,2,9,0,1,2,0,0,1,0,5,3,1,7,7,0,2,1,5,1,3,0,-1
6205,2,3,7,1,4,2,0,1,2,1,6,3,3,7,5,0,2,1,1,7,4,3,1
1959,3,2,0,0,7,2,0,1,10,0,3,3,3,7,7,0,2,1,5,1,3,0,1
6820,3,2,0,1,3,2,0,1,2,1,6,3,3,5,5,0,2,1,1,7,4,3,1
4025,2,2,3,1,4,2,0,0,4,0,0,2,2,5,5,0,2,1,3,3,4,0,1
3506,2,0,3,1,4,2,0,0,7,0,0,2,2,5,0,0,2,1,3,3,4,0,1
3897,3,0,3,0,6,2,0,0,10,1,0,3,3,3,3,0,2,1,5,0,4,6,-1
